184,136,88,37150
184,136,88,37150,26,7,9,1662,85,42,3,1175
184,136,88,37150,26,7,9,1662,85,42,3,1175,r
184,136,88,37150,26,7,9,1662,85,42,3,1175,r
207,159,97,38425,93,43,2,1535,35,5,9,39,r
192,146,86,38533,96,49,2,903,31,6,9,564,FI2RKS
193,148,91,39024,77,36,4,974,20,8,9,2,FI2RKS
179,132,78,38974,86,43,3,981,28,7,9,41,FI2RKS
183,136,82,39040,35,5,9,563,89,42,3,390,FI2RKS
202,158,97,38543,78,37,4,1035,22,8,9,422,FI2RKS
192,146,86,38533,96,49,2,903,31,6,9,564,FI2RKS
193,148,91,39024,77,36,4,974,20,8,9,2,FI2RKS
179,132,78,38974,86,43,3,981,28,7,9,41,FI2RKS
183,136,82,39040,35,5,9,563,89,42,3,390,FI2RKS
202,158,97,38543,78,37,4,1035,22,8,9,422,FI2RKS
191,144,90,241540,94,47,2,4888,29,7,9,3569,FI2RKS
185,140,75,244629,80,38,4,5276,25,8,9,76,FI2RKS
180,134,75,242748,28,7,9,4110,86,42,3,3109,FI2RKS
195,146,88,241489,80,43,3,4880,31,6,9,3621,FI2RKS
206,162,99,239729,95,50,2,9504,19,8,9,766,FI2RKS
192,145,91,241870,36,5,9,4245,89,42,3,3879,FI2RKS
184,137,85,243038,84,36,4,3947,20,8,9,2990,FI2RKS
185,142,87,241313,84,41,3,5094,28,7,9,3582,FI2RKS
183,137,85,244377,79,35,4,5558,22,8,9,54,FI2RKS
197,151,99,243671,76,33,5,6310,19,8,9,17,FI2RKS
182,133,77,243074,91,44,2,6356,31,6,9,506,FI2RKS
202,155,103,235528,96,48,2,8716,31,6,9,5748,FI2RKS
193,151,93,244187,87,47,2,5689,22,8,9,123,FI2RKS
202,159,104,243136,74,37,4,6858,19,8,9,5,FI2RKS
193,146,90,236978,99,49,1,7730,27,7,9,5286,FI2RKS
185,138,82,244917,98,51,1,4874,34,6,9,200,FI2RKS
184,136,87,245929,77,33,5,3986,16,8,9,43,FI2RKS
200,151,92,237504,93,47,2,7893,27,7,9,4600,FI2RKS
204,155,99,238128,76,33,5,8734,15,9,9,3135,FI2RKS
204,156,94,239182,93,47,2,7590,22,8,9,3226,FI2RKS
195,153,95,241438,73,30,5,8559,15,9,9,3,FI2RKS
197,151,89,240879,95,47,2,5910,32,6,9,3208,FI2RKS
189,144,85,243630,88,48,2,6128,23,8,9,237,FI2RKS
203,156,100,240014,81,37,4,9894,24,8,9,92,FI2RKS
189,140,84,238941,81,36,4,6360,20,8,9,4666,FI2RKS
199,150,91,243096,81,29,5,6877,22,8,9,25,FI2RKS
203,158,99,240662,88,47,2,9112,25,8,9,225,FI2RKS
189,139,78,245646,84,37,4,4197,17,8,9,148,FI2RKS
186,139,83,241979,76,33,5,7931,16,8,9,82,FI2RKS
190,144,85,242459,85,42,3,7314,16,8,9,222,FI2RKS
185,139,87,240608,40,4,9,6313,91,44,2,3064,FI2RKS
192,143,84,245850,90,43,3,4076,29,7,9,74,FI2RKS
202,152,89,242678,77,34,4,7282,19,8,9,39,FI2RKS
197,151,92,243482,90,43,3,6181,17,8,9,337,FI2RKS
195,155,96,242320,84,44,3,7376,15,9,9,304,FI2RKS
193,150,97,240199,74,30,5,6945,12,9,9,2856,FI2RKS
192,146,96,240201,90,43,3,5613,31,6,9,4176,FI2RKS
190,147,92,245885,94,53,1,3933,27,7,9,180,FI2RKS
187,143,82,244746,90,49,2,5001,9,9,9,249,FI2RKS
199,154,97,240673,91,41,3,6733,19,8,9,2594,FI2RKS
186,139,87,240319,34,6,9,5507,93,47,2,4145,FI2RKS
207,165,107,235522,87,46,2,14148,31,6,9,330,FI2RKS
191,148,93,239724,100,53,1,6527,17,8,9,3734,FI2RKS
196,151,92,244235,92,53,1,5537,22,8,9,224,FI2RKS
192,142,91,244567,79,31,5,5428,255,234,188,5,FI2RKS
195,149,90,244793,98,48,2,5099,40,4,9,106,FI2RKS
192,147,88,243937,85,45,3,5904,37,5,9,158,FI2RKS
202,153,95,243155,105,54,1,6254,18,8,9,589,FI2RKS
198,149,90,229287,84,43,3,13690,22,8,9,7008,FI2RKS
197,153,92,239953,83,40,3,6791,25,8,9,3255,FI2RKS
192,146,86,246389,86,50,2,3513,34,6,9,92,FI2RKS
182,132,79,244263,36,5,9,3956,88,41,3,1701,FI2RKS
187,146,84,243775,85,42,3,6005,28,7,9,218,FI2RKS
195,150,95,241196,89,42,3,6024,26,7,9,2778,FI2RKS
204,158,108,240285,83,41,3,6669,29,7,9,3044,FI2RKS
183,136,84,246858,78,37,4,2306,11,9,9,819,FI2RKS
196,151,94,240703,74,36,4,6163,17,8,9,3131,FI2RKS
203,157,98,237291,88,42,3,8578,35,5,9,4131,FI2RKS
184,134,73,242388,90,44,2,4588,15,9,9,2983,FI2RKS
195,147,83,242114,93,48,2,5234,22,8,9,2629,FI2RKS
200,160,101,242017,85,42,3,7926,32,6,9,57,FI2RKS
192,143,85,243048,71,28,5,6941,255,230,180,11,FI2RKS
184,135,76,243144,23,8,9,3423,100,50,1,3383,FI2RKS
194,147,95,241579,91,39,3,4803,34,6,9,3614,FI2RKS
182,135,81,243697,82,39,4,6179,29,7,9,99,FI2RKS
185,140,83,238335,89,42,3,7083,15,8,9,4522,FI2RKS
202,157,92,243129,89,48,2,6765,35,5,9,106,FI2RKS
185,140,83,240748,85,42,3,5454,19,8,9,3785,FI2RKS
195,150,95,240836,75,32,5,6403,15,8,9,2758,FI2RKS
183,137,77,246286,97,50,1,3534,32,6,9,153,FI2RKS
203,154,96,241695,95,49,2,7999,37,5,9,305,FI2RKS
192,143,87,240672,86,38,3,5494,29,7,9,3833,FI2RKS
188,142,83,244266,86,50,2,5457,26,7,9,275,FI2RKS
204,159,100,245785,82,35,4,4213,21,8,9,2,FI2RKS
186,144,84,246884,81,41,3,3108,26,7,9,8,FI2RKS
185,138,86,238958,34,6,9,7041,87,40,3,3941,FI2RKS
199,154,95,244070,91,51,2,5779,26,7,9,151,FI2RKS
197,148,90,243381,84,36,4,4652,20,8,9,1967,FI2RKS
194,147,95,241968,73,29,5,7938,15,8,9,82,FI2RKS
199,155,94,243075,92,51,2,6683,29,7,9,242,FI2RKS
183,137,78,241905,27,7,9,4505,89,45,2,3568,FI2RKS
192,146,96,243465,72,29,5,6531,255,243,191,3,FI2RKS
182,135,83,242883,39,4,9,5074,90,41,3,2025,FI2RKS
193,151,93,242673,83,40,3,7223,29,7,9,103,FI2RKS
182,133,75,242562,32,6,9,4450,85,42,3,2956,FI2RKS
196,151,92,245559,83,41,3,4360,28,7,9,75,FI2RKS
190,141,82,239341,84,41,3,6709,12,9,9,3892,FI2RKS
203,155,93,229075,79,36,4,12435,12,9,9,8209,FI2RKS
197,153,92,239820,84,43,3,7049,21,8,9,3129,FI2RKS
193,146,92,240480,83,39,3,5502,23,8,9,4012,FI2RKS
193,148,89,242693,76,39,4,4809,19,8,9,2492,FI2RKS
193,150,105,240714,79,35,4,6331,17,8,9,2953,FI2RKS
183,138,79,242769,82,40,3,4126,16,8,9,3080,FI2RKS
186,143,92,243050,87,43,3,3731,25,8,9,3217,FI2RKS
181,135,75,244374,100,48,2,5006,20,8,9,599,FI2RKS
187,142,87,242603,78,35,4,4519,17,8,9,2874,FI2RKS
189,142,86,240545,81,37,4,5405,24,8,9,4044,FI2RKS
189,142,86,240135,94,43,2,5339,30,7,9,4523,FI2RKS
186,137,81,239356,87,40,3,5430,20,8,9,5148,FI2RKS
192,142,91,241686,35,5,9,4298,96,45,2,4009,FI2RKS
191,143,94,242803,82,39,4,7026,27,7,9,163,FI2RKS
192,146,97,236984,81,37,4,8548,24,8,9,4462,FI2RKS
187,147,88,245252,94,48,2,4616,33,8,9,128,FI2RKS
197,155,97,244505,109,73,21,5273,43,15,8,222,FI2RKS
196,155,99,241924,86,45,3,7898,23,8,9,176,FI2RKS
188,139,81,242610,76,33,5,4699,15,9,9,2681,FI2RKS
192,149,94,243728,73,36,4,6251,15,8,9,17,FI2RKS
190,144,95,241533,86,42,3,4349,32,6,9,4110,FI2RKS
181,135,86,244259,81,33,4,5699,255,225,176,35,FI2RKS
190,144,92,242214,86,43,3,5380,14,9,9,2396,FI2RKS
198,149,90,242781,88,45,2,7019,22,8,9,199,FI2RKS
181,135,75,244052,40,4,9,3963,94,48,2,1857,FI2RKS
188,143,88,245824,81,38,4,4149,26,7,9,25,FI2RKS
193,142,89,242588,94,43,2,7200,40,4,9,189,FI2RKS
192,145,93,237152,88,41,3,8519,12,9,9,4308,FI2RKS
200,155,96,237668,87,44,3,8068,29,7,9,4262,FI2RKS
183,138,83,244080,33,6,9,3526,90,43,3,2377,FI2RKS
191,146,89,240463,90,44,2,9135,31,6,9,385,FI2RKS
193,147,97,241790,84,41,3,7815,26,7,9,392,FI2RKS
195,150,93,242656,100,50,1,6680,25,8,9,663,FI2RKS
187,140,84,242397,85,38,4,7439,29,7,9,144,FI2RKS
181,139,81,244922,85,41,3,4897,26,7,9,146,FI2RKS
184,138,88,241829,28,7,9,4651,91,44,2,3473,FI2RKS
191,146,87,244794,85,44,3,5119,29,7,9,85,FI2RKS
190,147,92,238853,82,40,3,6352,30,7,9,4793,FI2RKS
189,143,84,242918,84,37,4,4192,30,7,9,2881,FI2RKS
186,142,93,240896,80,38,4,4652,24,8,9,4443,FI2RKS
197,148,92,240204,95,49,2,9243,29,7,9,552,FI2RKS
195,150,91,244098,90,48,2,5760,34,6,9,140,FI2RKS
199,154,95,240780,83,42,3,9094,33,6,9,125,FI2RKS
204,156,94,244406,89,49,2,5487,40,4,9,106,FI2RKS
205,159,100,237033,87,40,3,10053,15,9,9,2911,FI2RKS
189,147,87,243510,71,34,5,6485,255,242,189,4,FI2RKS
194,149,90,242164,93,47,2,4871,28,7,9,2953,FI2RKS
186,136,83,243472,87,39,3,6172,24,8,9,321,FI2RKS
196,147,89,238415,88,41,3,6110,28,7,9,5469,FI2RKS
202,158,97,241249,87,45,2,8538,33,6,9,212,FI2RKS
191,149,99,241411,95,49,2,5101,32,6,9,3484,FI2RKS
183,141,81,245512,69,31,5,4477,255,229,172,11,FI2RKS
195,145,84,242261,100,50,1,5019,22,8,9,2720,FI2RKS
187,141,89,240534,81,38,4,5057,26,7,9,4384,FI2RKS
189,143,84,244158,87,40,3,5749,32,6,9,92,FI2RKS
205,161,100,241030,96,50,1,8544,22,8,9,426,FI2RKS
199,155,94,241480,77,34,4,8425,19,8,9,91,FI2RKS
197,151,99,243747,111,68,25,3931,28,7,9,2318,FI2RKS
185,137,88,243806,71,28,5,6170,255,222,185,22,FI2RKS
181,140,84,245209,89,49,2,4568,27,7,9,172,FI2RKS
175,133,75,244117,88,44,3,2979,26,7,9,2790,FI2RKS
189,144,87,239080,85,42,3,5617,32,6,9,5291,FI2RKS
193,145,83,239746,78,36,4,6990,13,9,9,3221,FI2RKS
187,140,84,243018,95,49,2,4204,22,8,9,2773,FI2RKS
201,156,97,242981,69,26,6,7009,139,75,4,9,FI2RKS
194,144,85,236067,81,36,4,8681,21,8,9,5239,FI2RKS
198,153,88,245044,100,55,1,4746,41,6,9,206,FI2RKS
187,142,83,242865,88,42,3,3976,29,7,9,3156,FI2RKS
185,136,77,245754,81,38,4,4204,23,8,9,25,FI2RKS
181,138,87,236921,22,8,9,6675,81,38,4,6371,FI2RKS
190,141,83,243751,83,40,3,3971,10,9,9,2249,FI2RKS
194,148,89,244088,84,43,3,5812,30,7,9,99,FI2RKS
193,146,90,240045,83,36,4,9778,19,8,9,177,FI2RKS
190,146,97,243078,77,34,4,6866,21,8,9,48,FI2RKS
194,150,87,242721,85,42,3,7172,31,6,9,102,FI2RKS
193,149,100,241499,41,3,9,4266,94,46,2,4233,FI2RKS
187,140,88,238570,31,6,9,5906,85,42,3,5491,FI2RKS
194,149,92,242479,74,31,5,7514,17,8,9,6,FI2RKS
201,153,89,241410,93,46,2,8293,30,7,9,292,FI2RKS
194,146,82,242373,96,51,1,7242,37,5,9,383,FI2RKS
192,146,87,243880,74,31,5,6104,255,232,186,14,FI2RKS
191,144,92,237930,86,39,3,6284,28,7,9,5780,FI2RKS
187,139,90,242116,30,7,9,4082,83,40,3,3788,FI2RKS
189,148,92,244972,87,47,2,4770,15,9,9,256,FI2RKS
200,154,94,241724,85,42,3,8229,27,7,9,47,FI2RKS
187,142,85,245156,97,47,2,4672,34,6,9,169,FI2RKS
199,154,95,244437,95,49,2,5291,15,9,9,272,FI2RKS
187,141,82,241509,94,48,2,7975,35,5,9,504,FI2RKS
200,151,93,240890,84,37,4,9011,30,7,9,98,FI2RKS
203,159,98,243115,117,76,20,6460,50,12,8,424,FI2RKS
191,144,90,242753,92,42,3,7037,41,3,9,204,FI2RKS
192,146,96,238657,80,36,4,6195,24,8,9,5138,FI2RKS
184,142,82,245057,85,44,3,4827,30,7,9,104,FI2RKS
205,158,104,239578,85,42,3,10188,24,8,9,233,FI2RKS
198,153,96,244082,72,28,5,5917,255,236,198,1,FI2RKS
189,147,87,244625,84,48,2,5238,29,7,9,134,FI2RKS
191,145,83,247337,87,46,2,2632,26,7,9,30,FI2RKS
191,145,93,239323,83,35,4,6542,21,8,9,4123,FI2RKS
188,142,80,241803,85,42,3,7882,29,7,9,282,FI2RKS
185,136,78,243563,96,45,2,6026,36,5,9,389,FI2RKS
196,148,84,242906,95,49,2,3999,39,4,9,3086,FI2RKS
190,141,85,239096,84,36,4,6575,22,8,9,4326,FI2RKS
191,142,83,244081,97,50,1,5567,42,3,9,351,FI2RKS
194,148,89,243813,88,48,2,4131,19,8,9,2053,FI2RKS
196,151,94,242843,89,42,3,7059,34,6,9,98,FI2RKS
185,138,82,240830,83,40,3,5031,23,8,9,4131,FI2RKS
199,153,94,238627,96,49,2,7819,17,8,9,3551,FI2RKS
184,137,81,242202,28,7,9,4301,82,39,4,3449,FI2RKS
192,146,86,242012,84,39,3,7738,21,8,9,239,FI2RKS
186,141,82,242863,88,46,2,6780,32,6,9,339,FI2RKS
183,141,83,244586,86,44,3,5279,39,4,9,121,FI2RKS
193,147,87,242496,93,47,2,4869,25,8,9,2619,FI2RKS
188,138,85,245703,93,45,2,4188,38,6,9,98,FI2RKS
185,135,84,242805,40,4,9,4945,94,43,2,2239,FI2RKS
191,144,88,245323,97,47,2,4517,25,8,9,159,FI2RKS
199,154,95,242042,81,34,4,7944,24,8,9,13,FI2RKS
187,141,82,245047,75,39,4,4936,22,8,9,9,FI2RKS
189,141,92,245249,73,29,5,4737,15,8,9,7,FI2RKS
192,142,89,241885,96,45,2,4224,33,6,9,3883,FI2RKS
195,142,88,241656,89,36,4,4536,33,6,9,3799,FI2RKS
204,156,92,241622,87,44,3,8247,34,6,9,131,FI2RKS
183,139,90,242214,85,42,3,7313,27,7,9,453,FI2RKS
194,148,89,241334,90,43,3,5066,31,6,9,3598,FI2RKS
193,146,90,241086,89,42,3,8476,12,9,9,437,FI2RKS
197,152,97,240514,77,35,4,9398,19,8,9,86,FI2RKS
189,147,87,242997,88,42,3,4076,28,7,9,2926,FI2RKS
197,151,92,236304,94,48,2,8178,32,6,9,5512,FI2RKS
210,162,98,240997,82,41,3,8948,31,6,9,55,FI2RKS
188,141,87,243870,85,42,3,6036,34,6,9,92,FI2RKS
190,141,82,240802,90,43,3,6070,19,8,9,3119,FI2RKS
196,150,91,242783,99,49,1,6911,24,8,9,306,FI2RKS
194,146,84,242506,89,42,3,7199,24,8,9,289,FI2RKS
177,132,77,242727,31,6,9,4915,85,42,3,2240,FI2RKS
185,138,82,242768,80,38,4,4237,24,8,9,2978,FI2RKS
186,135,82,243321,94,43,2,6426,42,3,9,245,FI2RKS
191,146,87,242385,73,32,5,7588,248,232,173,17,FI2RKS
189,145,84,243050,97,50,1,6433,29,7,9,509,FI2RKS
190,145,88,241773,97,50,1,5325,26,7,9,2900,FI2RKS
188,143,88,239402,95,49,2,6078,28,7,9,4516,FI2RKS
201,152,96,239187,91,45,2,6873,30,7,9,3937,FI2RKS
191,141,82,244038,92,45,2,5718,36,5,9,226,FI2RKS
192,146,87,242220,37,5,9,3927,94,48,2,3850,FI2RKS
194,149,90,240610,83,40,3,6150,24,8,9,3238,FI2RKS
198,152,93,244315,91,44,2,5460,19,8,9,224,FI2RKS
193,143,82,244307,90,38,3,5500,27,7,9,184,FI2RKS
195,145,84,242070,88,41,3,7725,31,6,9,204,FI2RKS
197,151,91,241980,90,46,2,5250,27,7,9,2767,FI2RKS
185,142,91,240044,80,33,4,5971,17,8,9,3969,FI2RKS
193,146,94,241988,89,42,3,5010,28,7,9,2995,FI2RKS
194,147,91,243330,91,45,2,6506,43,3,9,160,FI2RKS
184,138,79,246281,88,41,3,3629,34,6,9,51,FI2RKS
186,139,83,245047,82,38,4,4904,23,8,9,41,FI2RKS
